,artists,duration_ms,id,name,album.name,album.release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics
20,The Hives,127066,3wpl4j2XVzlrKg1DT7yMuu,1000 Answers,Lex Hives,2012,0.449,0.975,7,-3.578,1,0.0632,0.00113,5.14e-06,0.303,0.825,92.756,"If you lead a lonely, lonely life - You gotta be aware !
And if you been constatly asking why - You gotta be aware !
Cause you got nothing to say, God knows you got nothing to say
I'm on the phone for much too long, dial happiness today !
If you got an all consuming need - You gotta be aware !

And if you heart or lung disease - You gotta be aware !

Cause you got bills to pay, God knows you got bills to pay

Pick up the phone, the telephone dial hapiness today !



You wanna live a life great - You gotta be aware !



I got a thousand answers one's gotta be right

Give a thousand chances and I'll get it right



And if you're fed up with all the lies - You gotta be aware !

Then I'll give you all the whens and whys - You gotta be aware !

Cause you got nothing to say, God knows you got nothing to say

I'm on the phone for much too long, dial happiness today !



You want to live a life great - You gotta be aware !



I got a thousand answers one's gotta be right

Give a thousand chances and I'll get it right

I got a thousand answers one's gotta be right

Give a thousand chances and I'll get it right

I got a thousand answers one's gotta be right

I got a million answers one's gotta be right

Got a gazillon answers one's gotta be right 



(Grazie a Gianni per questo testo)"
21,Maelo Ruiz,292920,2ozSogNm6z9G2Uv6a9iji4,Te Va A Doler,En Tiempo De Amor,2003,0.606,0.839,8,-4.39,1,0.0456,0.404,0.0,0.27,0.727,177.668,"Una pena que tu seas así,
Que no te guste ser llevada por la buena
No entiendo como tu pretendes ser feliz
Con ese idiota que te trata como a una cualquiera
Se que algún día

Te hará falta mi amor

Y no lo digo por despecho aunque parezca

Te equivocaste al elegir entre el y yo

Pero te vas arrepentir la vida entera



Te va doler, tarde o temprano ya veras lo que te toca

Cuando tu piel ya no le existe y te abandone

O al descubrir con amargura

Que tiene a otra



Te va doler como me esta doliendo ahora

Que me dejas

Pero este amor no ha de durarme para siempre

Y te lo advierto de una vez

Mejor ni vuelvas



Se que algún día te hará falta mi amor

Y no lo digo por despecho aunque parezca

Te equivocaste al elegir

Entre el y yo

Pero te vas arrepentir la vida entera



Te va doler, tarde o temprano ya veras lo que te toca

Cuando tu piel ya no le existe y te abandone

O al descubrir con amargura que tiene a otra



Te va doler, como me esta doliendo ahora que me dejas,

Pero este amor no ha de dorarme para siempre

Y te lo advierto de una vez

Mejor ni vuelvas



Y yo se que te va doler

Tarde o temprano ya veras lo que te toca

Cuando tu piel no le existe, cuando te bese la boca



Y yo se que te va doler

Como me esta doliendo ahora que me dejas que me dejas

Y así que no te importa



Y yo se que te va doler

Se que algún día te voy hacer falta

Mi amor



Y yo se que te va doler

Te equivocaste al elegir,

Tu te vas arrepentir

Y así no podrás vivir

Sabiendo que la pena te ahoga



Y yo se que ta va doler

Porque este amor no ha de durarme

Para siempre"
22,Videoclub,209893,5KllS104S4o35cJ9yrnE60,Petit monde,Euphories,2021,0.645,0.713,1,-8.162,0,0.032,0.0315,0.000426,0.0775,0.309,100.055,
23,Videoclub,195586,2t21BOjWID8CUXCup4XXZ1,Suricate,Euphories,2021,0.764,0.482,3,-9.801,1,0.0337,0.331,0.00185,0.0976,0.579,123.009,
24,Luis Miguel,191973,1uKjQoh8JZj9ryuYRhpd7E,Ahora Te Puedes Marchar,Soy Como Quiero Ser,1987,0.78,0.877,6,-3.683,0,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,"Si tu me hubieras dicho siempre la verdad.
Si hubieras respondido cuando te llamé.
Si hubieras amado cuando te amé.
Serias en mis sueños la mejor mujer
Si no supiste amar, ahora te puedes marchar.

Si tu superas lo que yo sufrí por ti

Teniendo que olvidarte sin saber por qué

Y ahora me llamas, me quieres ver.

Me juras que has cambiado y piensas en volver.

Si no supiste amar ahora te puedes marchar.



Aléjate de mi, no hay nada más qué hablar

Contigo yo perdí, ya tengo con quién ganar.



Ya se que no hubo nadie

Que te diera lo que yo te di

Que nadie te ha cuidado come te cuidé.

Por eso comprendo que estás aqui

Pero ha pasado el tiempo y yo también cambié

Si no supiste amar, ahora te puedes marchar.

Si no supiste amar, ahora te puedes marchar."
25,J Balvin,243560,2joKSGkqac0LIwYG9Ghrwq,Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,2017,0.718,0.46,3,-9.498,0,0.0711,0.519,0.0,0.0981,0.52,121.927,"J Balvin 
Bad Bunny 
Yo vivo día y noche pensando en ti 
Y tú perdiendo el tiempo con él 
Dime donde estas que yo te quiero ver 



Si tu novio te deja sola 

Dimelo y yo paso a buscarte

Solo me bastaran un par de horas 

Ese cabrón no va a recuperarte 



Si tu novio te deja sola 

Dimelo y yo paso a buscarte 

Solo me bastaran un par de horas 

Ese cabrón no va a recuperarte 



Un culito así no se encuentra en eBay 

Esto bicho es tuyo te lo tengo en aiway 

Más ninguna tiene break 

Yo soy un pitcher, pero a ti te vo' a hacer doble play 

Yo se que eres fina, pero en la cama Sasha Gray 

Fumando y bebiendo grey 

Lo siento por Casper, pero J Lo se va con Drake 



Te llevo pa' New York un fin de semana 

Un polvo antes de acostarte otro por la mañana 

Hay un chorro e' bobos que te tienen ganas 

Pero diles que tú eres del rey como Lana 



Yo siempre me maltrato 

Viendo tus videos y tus retratos 

Dile a tu novio que ya se le venció el contrato 

Mi buzón de Whats los arrebato 



Si tu novio te deja sola 

Dimelo y yo paso a buscarte

Solo me bastaran un par de horas 

Ese cabrón no va a recuperarte 



Si tu novio te deja sola 

Dimelo y yo paso a buscarte 

Solo me bastaran un par de horas 

Ese cabrón no va a recuperarte 



Llegale, siempre sabe cuando y donde es 

Se trajo otras amigas que tienen novio también 

Cada que toco P.R. ella sueltan su gato y caen donde papi 

Cuando me extraña y quiere que le meta 

De sorpresa llega a Medellín 

Con el siempre pierde y conmigo win 

Te pienso to' el día bien nasty 

Miles de mujeres, miles en botellas 

No es chimba si tú no estas aquí 

Dile la verdad al bobo ese 

Que no le dan los niveles y que tire a ver si puede 



A tu jevo (a tu jevo) 

Avisale (avisale) 

Que este fin de semana 

La pasas con to's tus panas y no con él 



Yo no juego (yo no juego) 

Avisale (avisale) 

Que encontraste reemplazo y que espere pa' un rato 



Si tu novio te deja sola 

Dimelo y yo paso a buscarte 

Solo me bastaran un par de horas 

Ese cabrón no va a recuperarte 



Si tu novio te deja sola 

Dimelo y yo paso a buscarte 

Solo me bastaran un par de horas 

Ese cabrón no va a recuperarte"
26,Arctic Monkeys,193426,2vQQfWTanvD99OeHLAoyhW,From The Ritz To The Rubble,"Whatever People Say I Am, That's What I'm Not",2006,0.216,0.882,11,-5.176,0,0.0439,0.00147,0.0,0.308,0.656,189.286,"Last night these two bouncers And one of em's alright The other one's the scary one His way or no way, totalatarian He's got no time for you Looking or breathing How he don't want you to So step out the queue He makes examples of you And there's nowt you can say Behind they go through to the bit where you pay And you realise then that it's finally the time To walk back past ten thousand eyes in the line And you can swap jumpers and make another move Instilled in your brain you've got something to prove To all the smirking faces and the boys in black Why can't they be pleasant? Why can't they have a laugh? He's got his hand in your chest He wants to give you a duff Well secrectly I think they want it all to kick off They want, arms flying everywhere and Bottles aswell it's just Something to talk about A story to tell you Well I'm so glad they turned us all away we'll put it down to fate I thought a thousand million things that I could never say this morning Got too deep, but how deep is too deep? This town's a different town today This town's a different town to what it was last night You couldn't have done that on a Sunday That girl's a different girl today Said that girl's a different girl to her you kissed last night You couldn't have done that on a Sunday Of course notWell I'm so glad they turned us all away we'll put it down to fate I thought a thousand million things that I could never think this morning Got too deep, but how deep is too deep? Last night is what we talked about It made so much sense But now the haze has ascended It don't make no sense anymore"
27,Manuel Turizo,216107,7ndTONDDRFGiPnnhOzOXxq,La Nota,La Nota,2020,0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,0.503,92.03,"Yeah
Manuel Turizo
Uh-oh (Uh-ah-ah)
Sin hablar tú y yo nos entendemos
Ambos sabemo' lo que sigue

Y aprovecha que nos conocemos

Colaboremos pa' que se dé



Que la nota le suba pa' que mueva su cintura (Yeah-yeah)

Sabe que está bien dura

To' el mundo lo asegura (Woh-oh)

Que la nota le suba pa' que mueva su cintura (Yeah, yeah-yeah)

Sabe que está bien dura (Oh)

To' el mundo lo asegura (Mmm)



Ey, yo'

Ella quiere que la nota se le suba

Porque dice que e' libre como Venezuela y Cuba

Te conozco, ya yo te he visto desnuda

No' perdemo' como en el triángulo de Las Bermuda'

Parcerita, colabórame

Haciéndome el amor enamórame

Es que tú ere' una diosa, yo te adoro, amén (Amén)

Repitamo' de nuevo, ven, devórame

Y le dio conmigo

Mami, cáele al condominio

Con una como tú me alineo

Yo no creo que tenga marido, oh (Woh)

Pero se porta mal, no le importa na'

Sabe que despierta el deseo carnal

Hasta no comerme no se va a calmar

Lo mejor se da sin tener que planear



Que la nota le suba pa' que mueva su cintura (Oh-oh)

Sabe' que estás bien dura (Oh)

To' el mundo lo asegura (Oh-oh)

Que la nota le suba pa' que mueva su cintura (Yeah, yeah-yeah)

Sabe' que estás bien dura (Ah)

To' el mundo lo asegura (Mmm)



Ra-Rauw

Yo ya loco por dártelo (Uh-wuh)

Por eso te gardeo (¡Yah!)

Quiero que caiga un aguacero (Ey)

Mala mía si soy muy sincero (¡Yah!)

Vi mi Prada de mil, free pa' hasta pa'l lobby

Y la pista suena y en la disco se pone freaky (Wuh)

Todo' la quieren pero la nena e' picky

Soy el que sabe su' tricky (Eh; yeah-yeah)



Que la nota le suba pa' que mueva su cintura (Oh-oh)

Sabe' que estás bien dura (Oh)

To' el mundo lo asegura (Oh-oh)

Que la nota le suba pa' que mueva su cintura (Yeah-yeah)

Sabe' que está bien dura (Ah)

To' el mundo lo asegura (Woh)



Tú y yo tenemos un problema serio

Ven pa' hablarte claro, dejemo' el misterio (Ey)

Si tiene' novio hagamo' un adulterio (-terio)

Y si eres seria, yo me voy en serio (Ja)

Dura, qué linda figura

La gente murmura que tú y yo no' vemo', qué rico fue (Ah)

Ando con la calentura

Llevamo' la temperatura pa' que se dé

De nuevo (Oh), ven repítanos el juego (Jue-Jue-Juego)

No lo dejemos pa' luego

Donde yo te vea me pego y duro pa' la pared



Sin hablar tú y yo nos entendemos (Qué)

Ambos sabemo' lo que sigue (Eh-eh)

Aprovecha que nos conocemos

Colaboremos pa' que se dé



Que la nota le suba pa' que mueva su cintura (Oh-oh)

Sabe' que estás bien dura (Oh)

To' el mundo lo asegura (Oh-oh)

(Que la nota le suba pa' que mueva su cintura

Sabe' que estás bien dura

To' el mundo lo asegura)



Jeje

Manuel Turizo

Ra-Rauw (Duro pa' la pared)

Myke Towers

Dopamina

La Industria Inc"
28,Daddy Yankee,242160,6U2NuJILEOEpW2tVCuqKHb,Dura - Remix,Dura (Remix),2018,0.772,0.803,1,-3.035,1,0.0468,0.188,0.0,0.434,0.853,94.981,"(Me gusta mi reggae)
Natti Nat
Yeah-yeah-yeah-yeah (¡Fuee-!)
Becky-Becky-Becky G
Bad Bunny, baby
Sikirida-da, Daddy Yankee, yo'



Cuando yo la vi

Dije, ""Si esa mujer fuera para mí""

Perdóname, te lo tenía que decir



'Tás dura (dura), dura (dura)

Dura, dura, dura

Que estás dura, mano arriba porque tú te ves bien

'Tás dura, mamacita, te fuiste de nivel

Dura, mira como brilla tu piel

'Tás dura, dímelo, dímelo, ¿cómo es que e'?

'Tás dura, yo te doy un veinte de diez

'Tás dura, dura, dura



Búscate Limón y Tequi

Que así es como se prende Becky

De PG me pongo triple equi'

Porque las shorty-shorty son las del pique

¿Quieres conquistarme? Págame el ticket

Cuida'o, porque te vas a envolver

Cuida'o, las mujeres tienen poder

Cuida'o, aviso 'e peligro

Baila conmigo sin filtro (zumba)



Tienes el toque, toque, toque

Miren el material, edición especial

Tienes el toque, toque, toque

Perdóname, te lo tenía que decir



'Tás dura, dura

Dura, dura, dura

Que estás dura, mano arriba porque tú te ves bien

'Tás dura, mamacita, te fuiste de nivel (y es que)

Dura, mira como brilla tu piel

'Tás dura, dímelo, dímelo, ¿cómo es que e'? (dime)

Dura, yo te doy un veinte de diez (cómo)

'Tás dura, dura, dura (eh-eh-eh)



La dura de las dura'

Tengo sueltecita la cintura

Pa' bajarte to' esa calentura (cómo)

De nadie me dejo

Yo soy vegetariana pero me como al conejo (qué-qué-qué)

Cuida'o, porque te vas a envolver

Cuida'o, las mujeres tienen poder

Cuida'o, perreo sin filtro (yeh-yeh-yeh-yeh)

Soy la dura, me llaman ""Peligro""



Parece modelo, le sobra el piquete (huh)

Si fuera stripper le llovieran los billete' (yeh)

Antes que la nota se me trepe

Quiero bailar contigo pa' ver si tú le mete' (prru)

Plan B es Plan B

Yankee se la perrea y yo también

Dime por qué todavía no has subido el challenge

Si cuando tú llegas, baby, las demás se salen



Porque tú estás dura (oh), dura (eh)

Dura, dura, dura

Yo estoy dura, mano arriba porque luzco muy bien

'Toy dura, papacito, te subo de nivel

Dura, mira como brilla mi piel

Dura, yo lo meneo muy bien, así es que e'

Dura, tú me diste un veinte de diez

'Tás dura, dura, dura (¡fuimo'!)



Número uno, 'tás en primer lugar

Con esa baby yo quiero bailar

Y mami, cuando bailas quién te frene

Ere' una general, por eso te ves buena (uy)

Tira la pista, Urba

Mami, si tú eres calle, me pierdo en esa' curva' (uy)

Bailando tiene resistencia 'e maratón

Le llaman la reina del reggaetón (plo-plo-plo-plo)



Cuando yo la vi (dímelo, baby girl)

Dije: ""Si esa mujer fuera para mí"" (pa' mí esa baby)

Perdóname, te lo tenía que decir



'Tás dura (oh), dura (eh)

Dura, dura, dura

Que estás dura, mano arriba porque tú te ves bien

'Tás dura, mamacita, te fuiste de nivel

Dura, mira como brilla tu piel

'Tás dura, dímelo, dímelo, ¿cómo es que e'?

'Tás dura, yo te doy un veinte de diez

'Tás dura, dura, dura



Tú tienes el size, otra como tú mami no hay

Pégate, dale boom bye-bye

Papi, si tienes el size, vente, enséñame to' lo que hay

Pégate y dame boom bye-bye

Que tú tienes el size, otra como tú mami no hay

Pégate, dale boom bye bye

Papi, si tienes el size, vente, enséñame to' lo que hay

Pégate y dame boom bye-bye (eh-eh)



Retumbando las bocinas

Dirili-daddy, Becky, Natti, Bad Bunny

Nos fuimo' lejos

Sigan las reglas

Que aquí manda la remezcla (DY)

Dura, dura dura

¡Fuego!

(Evo Jedis)"
29,Justin Bieber,213560,0b1L4GuHRY7jLzcMdek3fP,Out Of Town Girl,Believe (Deluxe Edition),2012,0.594,0.879,9,-5.586,0,0.0715,0.126,6.32e-06,0.151,0.799,80.994,"If you were more like an out of town girl, what a girl, yeah, yeah
Get your hands up if you out of town girl, girl, girl, yeah, yeah
Hey baby I love your accent-cent-cent
I think I like you more because your different-ferent-ferent-ferent
Oh, I ain't gotta ask I can tell you here for me

Oh, what I gotta do just to show you that I watching-ing-ing



All you gotta do is read the signs

The exit is to the right, I don't know your name

But love your smile, I love the way you put it down, down, down



If you were more like an out of town girl, what a girl, yeah, yeah

Get your hands up if you out of town girl, girl, girl, yeah, yeah



You know I gotta hold it down for my out of town girl, yeah yeah

You can tell, you can tell, she's an out of town girl, girl, yeah, yeah



If you feeling me, let me know, we gon' ride the flow-ow-ow

I can be your passport, tell me where you wanna go-go-go

Girl don't be shy you won't know if you never try-try

When you walk by you're the only one that catches my eye-eye



All you gotta do is read the signs

The exit is to the right, I don't know your name

But love your smile, I love the way you put it down, down, down



If you were more like an out of town girl, what a girl, yeah, yeah

Get your hands up if you out of town girl, girl, girl, yeah, yeah



You know I gotta hold it down for my out of town girl, yeah yeah

You can tell, you can tell, she's an out of town girl, girl, yeah, yeah



All you gotta do is swag

All you gotta do is swag

All you gotta do is swag, swag, swag

All you gotta do is swag

All you gotta do is swag

All you gotta do is swag, swag, swag



If you were more like an out of town girl, what a girl, yeah, yeah

Get your hands up if you out of town girl, girl, girl, yeah, yeah



You know I gotta hold it down for my out of town girl, yeah yeah

You can tell, you can tell, she's an out of town girl, girl, yeah, yeah



Oh, no, no she's my out of town girl

She's my out of town girl, she's my out of town girl"
30,The Weeknd,200040,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,After Hours,2020,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,
31,Françoise Hardy,226826,6AxIQYB4hZhhwyUHTRkThH,Puisque vous partez en voyage,Clair Obscur,2000,0.571,0.401,10,-12.822,1,0.0426,0.665,0.0143,0.341,0.306,95.972,"{Parlé:}
""Savez-vous que c'est la première fois
Que nous nous séparons depuis que c'est arrivé ?
Remarquez que ça ne fait que quinze jours !
Evidemment quinze jours ce n'est pas très long...
Mais songez tout de même à ce que ça fait d'heures !""



Puisque vous partez en voyage

Puisque nous nous quittons ce soir

Mon coeur fait son apprentissage

Je veux sourire avec courage



Voyez j'ai posé vos bagages,

Marche avant, côté du couloir

Et pour les grands signaux d'usage

J'ai préparé mon grand mouchoir



Dans un instant le train démarre

Je resterai seul sur le quai

Et je vous verrai de la gare

Me dire adieu là-bas avec votre bouquet



Promettez-moi d'être bien sage

De penser à moi tous les jours

Et revenez dans notre cage

Où je guette votre retour.



{Parlé:}

Voilà, je vous ai trouvé une bonne place dans un compartiment

Où il y a une grosse dame et un vieux curé avec une barbe blanche.

Et puis je vous ai acheté deux livres... Le premier, c'est la vie des saintes...

Et l'autre, c'est l'exemple de bienheureuse Ernestine... Cela vous plaît ?



Puisque vous partez en voyage

Vous m'avez promis ma chérie

De m'écrire quatorze pages

Tous les matins ou davantage



Pour que je voie votre visage

Baissez la vitre je vous prie

C'est affreux je perds tout courage

Soudain je déteste Paris



Le contrôleur crie : ""En voiture""

Le cochon il sait pourtant bien

Que je dois rester, mais je jure

Que s'il le crie encore une fois, moi je viens



J'ai mon amour pour seul bagage

Et tout le reste je m'en fous

Puisque vous partez en voyage

Ma chérie... je pars avec vous"
32,Arctic Monkeys,181049,4atMrAadB7dS8xn9vfk9PQ,Fireside,AM,2013,0.538,0.953,9,-5.611,0,0.056,0.0234,0.00126,0.113,0.74,100.033,"I can't explain but I wanna try,
There's this image of you and I,
And it goes dancing by,
In the morning and the night time.
There's all these secrets I can't keep,

I give my heart there's that hotel suite,

And you live there so long,

It's kind of strange now you're gone.



I'm not sure if I should

Show you what I've found,

Has it gone for good

Or is it coming back around?

As in you have to make up your mind,

When your losing,

And your fuse is Fireside.



There's all those places we used to go,

And I suspect that you already know,

But that place on memory lane,

You like still looks the same,

But something about its changed.



I'm not sure if I should,

Show you what I've found,

Has it gone for good,

Or is it coming back around?

As in you have to make up your mind,

When your losing,

And your fuse is Fireside.



And I thought I was young,

Forever,

Or maybe I was mistaken,

But I just can't help manage to,

Get through the day without thinking of you lately.



I'm not sure if I should,

Show you what I've found,

Has it gone for good,

Or is it coming back around?

As in you have to make up your mind,

When your losing,

And your fuse is Fireside"
33,The Killers,246026,77Kh98jRHI40rIAKnBs7cl,Sam's Town,Sam's Town,2006,0.268,0.96,6,-4.596,0,0.0963,0.000217,0.00604,0.732,0.44,141.415,"Nobody ever had a dream round here,
but I don't really mind that it's starting to get to me
Nobody ever pulls the seams round here,
but I don't really mind that it's starting to get to me
I've got this energy beneath my feet

like something underground's gonna come up and carry me,

I've got this sentimental heart that beats

but I don't really mind that it's starting to get to me now



Why do you waste my time?

Is the answer to the question on your mind

And I'm sick of all my judges

so scared of what they'll find

But I know that I can make it

As long as somebody takes me home,

every now and then...



Well have you ever seen the lights?

Have you ever seen the lights?



I took a shuttle on a shockwave ride

where people on the pen pull the trigger for accolades

I took a bullet and I looked inside it

Running through my veins an American masquerade



I still remenber grandma Dixie's wake

I've never really known anybody to die before

Red white and blue upon a birthday cake

My brother, he was born on the fourth of the July...and that's all



Why do you waste my time?

Is the answer to the question on your mind

And I'm sick of all my judges

they're so scared of letting me shine

But I know that I can make it

As long as somebody takes me home

Wooooooo!

(every now and then)

(every now and then)



You know I see London, I see Sam's Town

holds my hand and let's my hair down

Rolls that world right off my shoulder

I see London, I see Sam's Town now"
34,Justin Bieber,171333,2L7rZWg9RLxIwnysmxm4xk,Boyfriend,Believe (Deluxe Edition),2012,0.717,0.55,10,-6.019,0,0.0519,0.0358,0.00198,0.126,0.331,96.979,"Paroles de la chanson Boyfriend par Justin Bieber
If I was your boyfriend, I’d never let you go 
I can take you places you ain’t never been before 
Baby take a chance or you’ll never ever know 
I got money in my hands that I’d really like to blow 
Swag, swag, swag, on you 
Chillin by the fire why we eatin’ fondue 
I don't know about me but I know about you 
So say hello to falsetto in three, two, swag

I’d like to be everything you want 
Hey girl, let me talk to you 

If I was your boyfriend, never let you go 
Keep you on my arm girl, you’d never be alone 

I can be a gentleman, anything you want 
If I was your boyfriend, I’d never let you go, I’d never let you go 

Tell me what you like yeah tell me what you don’t 
I could be your Buzz Lightyear fly across the globe 
I don’t ever wanna fight yeah, you already know 
Imma a make you shine bright like you’re laying in the snow 
Burr 
Girlfriend, girlfriend, you could be my girlfriend 
You could be my girlfriend until the w-w- world ends 
Make you dance do a spin and a twirl and 

Voice goin crazy on this hook like a whirl wind 
Swaggie 


I’d like to be everything you want 
Hey girl, let me talk to you 

If I was your boyfriend, never let you go 
Keep you on my arm girl you’d never be alone 
I can be a gentleman, anything you want 
If I was your boyfriend, I’d never let you go, I’d never let you go 

So give me a chance, ‘cause you’re all I need girl 
Spend a week wit your boy I’ll be calling you my girlfriend 
If I was your man, I’d never leave you girl 

I just want to love you, and treat you right 

If I was your boyfriend, never let you go 
Keep you on my arm girl you’d never be alone 
I can be a gentleman, anything you want 
If I was your boyfriend, I’d never let you go, never let you go 

Na na na, na na na, na na na 
Ya girl 
Na na na, na na na, na na na ey 
Na na na, na na na, na na na ey 
Na na na, na na na, na na na ey 

If I was your boyfriend"
35,Plan B,207528,2YAQa5dl4GWo0GuVliWvdR,Candy,Candy,2013,0.9,0.858,11,-3.814,0,0.112,0.275,0.0,0.56,0.592,96.006,
36,Françoise Hardy,148506,6g5qyQrAcoBX4X7XjxBoTO,Comment te dire adieu,Comment te dire adieu (Remasterisé en 2016),1968,0.711,0.586,10,-9.78,0,0.0514,0.435,6.48e-06,0.15,0.931,124.058,
37,Wallows,155146,5naar7XewEOAjOywIp6Jjq,Remember When,Nothing Happens,2019,0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,"Thought I saw your shadow under the door
Just a trick of the light I've seen before
I can never tell what's real anymore
Anymore, anymore
I remember when we ran from the pool

All the decorations up in your room

And I couldn't find the right words to use

But I knew that you knew



It seems so long, it seems so long

The moments that stay, they turn out all wrong

When I look around, you're gone



Ohh, oh, oh

Ohh, oh, oh



All the places that we turn to

All the faces that remind you



I can still see you at the place out there when I close my eyes

Do you remember when we felt like the only two alive?

Don't let me be one of the people at sea, get lost, nomads

Would you rewind, do it all over again? Give it a chance



Ohh, oh, oh

Ohh, oh, oh

Ohh, oh, oh

Ohh, oh, oh"
38,The Strokes,222360,2ThdB23G9Rgf1ExndFGEEg,Tap Out,Comedown Machine,2013,0.737,0.745,9,-5.944,1,0.0351,0.0176,0.381,0.306,0.629,115.989,"They found our city under the water
Gotta get my hands on something new
You don't want to be without this
Something isn't adding up
Decide my past

Define my life

Don't ask questions

Cause I don't know why



Someone

Didn't wanna know their name

Drifting

You don't wanna know what's going down

Even though I really like your place

Somehow we don't have to know each other's name



They found our city under the water

I began to listen to your eyes

You don't want to live without it

Even others, they'd abide



Decide my past

Define my life

Don't ask questions

Cause I don't know why



Someone

Didn't wanna know their name

Drifting

You don't wanna know what's going down

Even though I really like your place

Somehow we don't have to know each other's name



Someone

I didn't wanna know their name

Drifting

You don't wanna know what's going down

Even though I really like your place

Somehow we don't have to know each other's name



Decide my past

Define my life

Don't ask questions

Cause I don't know why

I don't listen

And I don't speak

But list the talent

But I don't know why"
39,Wallows,247613,0Jgbauc8Nv2OOjR5ERW28B,Just Like A Movie,Trust Fall / Just Like A Movie,2019,0.449,0.825,11,-5.177,1,0.037,0.00121,0.0,0.208,0.223,135.934,
40,The Strokes,162040,7eX5SypK35V8Y9d9pS6rWy,I Can't Win,Room On Fire,2003,0.472,0.746,11,-4.816,1,0.0321,0.00581,0.663,0.0999,0.403,97.44,
